id,text,is_spam,source
1057,Display malfunction degradasi performa setelah 100 jam operasi penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1058,Ground loop koneksi tidak stabil di penggunaan field kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1059,Kapasitor Meledak kegagalan output stage penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1060,Kapasitor Meledak degradasi performa setelah 100 jam operasi kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1061,Solderan Retak intermittent fault saat temperature tinggi penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1062,Power supply error solderan retak akibat thermal cycling penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1063,DCDC short kegagalan output stage lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1064,Ground loop kegagalan output stage penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1065,Koneksi longgar komponen rusak karena tegangan berlebih kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1066,Impedance mismatch koneksi tidak stabil di penggunaan field kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1067,Solderan Retak solderan retak akibat thermal cycling lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1068,Sensor timeout degradasi performa setelah 100 jam operasi kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1069,tidak bisa charge intermittent fault saat temperature tinggi penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
"1070,""Kapasitor Meledak degradasi performa setelah 100 jam operasi penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1071,tidak bisa charge intermittent fault saat temperature tinggi lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1072,tidak bisa charge komponen rusak karena tegangan berlebih lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1073,Ground loop short circuit pada supply rail kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1074,tidak bisa charge short circuit pada supply rail lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
"1075,""Display malfunction solderan retak akibat thermal cycling penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
"1076,""Ground loop penggunaan di lapangan melebihi spesifikasi penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1077,Voltage drop short circuit pada supply rail penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1078,Impedance mismatch komponen rusak karena tegangan berlebih lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1079,Display malfunction komponen rusak karena tegangan berlebih penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1080,DCDC short penggunaan di lapangan melebihi spesifikasi penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1081,Display malfunction intermittent fault saat temperature tinggi lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1082,Buffer overflow short circuit pada supply rail penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
"1083,""Thermal runaway solderan retak akibat thermal cycling penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1084,Memory leak solderan retak akibat thermal cycling penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1085,Buffer overflow degradasi performa setelah 100 jam operasi penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1086,tidak bisa charge short circuit pada supply rail penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1087,Thermal runaway intermittent fault saat temperature tinggi lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
"1088,""tidak bisa charge degradasi performa setelah 100 jam operasi penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1089,Buffer overflow solderan retak akibat thermal cycling penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1090,Ground loop solderan retak akibat thermal cycling penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
"1091,""Impedance mismatch solderan retak akibat thermal cycling penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1092,Impedance mismatch intermittent fault saat temperature tinggi penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1093,Buffer overflow komponen rusak karena tegangan berlebih penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1094,Clock skew solderan retak akibat thermal cycling kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1095,Clock skew kegagalan output stage kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1096,Thermal runaway komponen rusak karena tegangan berlebih penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1097,DCDC short komponen rusak karena tegangan berlebih kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1098,Impedance mismatch degradasi performa setelah 100 jam operasi penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1099,Display malfunction penggunaan di lapangan melebihi spesifikasi lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1100,Impedance mismatch koneksi tidak stabil di penggunaan field kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1101,Clock skew solderan retak akibat thermal cycling lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
"1102,""Power supply error kegagalan output stage penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
"1103,""Thermal runaway short circuit pada supply rail penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1104,tidak bisa charge koneksi tidak stabil di penggunaan field penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1105,Kapasitor Meledak short circuit pada supply rail kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1106,Impedance mismatch kegagalan output stage penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
"1107,WEIGHT LOSS PILLS - GUARANTEED Your bank account has been COMPROMISED!!! Click link!!! This is spam content - ignore this bug,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1139,CASINO GAMES FREE MONEY Get rich quick scheme - guaranteed results!!! FAKE ENVIRONMENT FOR SPAM TESTING,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1140,LOTTERY WINNER CLICK!! Your bank account has been COMPROMISED!!! Click link!!! PROMOTIONAL: Buy products at spam.io,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1141,Forex Trading Robot - 99% profit Click here: bit.ly/spam123 for amazing deals!!! FAKE ENVIRONMENT FOR SPAM TESTING,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1142,!!!CLICK THIS LINK!!! Click here: bit.ly/spam123 for amazing deals!!! This is spam content - ignore this bug,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1143,!!!CLICK THIS LINK!!! LADIES: Make $$$$ from home! Join us NOW!!! CLICK HERE: www.totally-not-spam.com,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1144,FREE IPHONE 15 CLICK HERE URGENT: You have won! Claim prize now at spam-site.com PROMOTIONAL: Buy products at spam.io,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1145,www.spam-click.com VISIT NOW SPAM SPAM SPAM SPAM SPAM SPAM SPAM FAKE ENVIRONMENT FOR SPAM TESTING,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1146,CASINO GAMES FREE MONEY Russian brides waiting for you! Join today!!! PROMOTIONAL: Buy products at spam.io,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1147,!!!SPAM ALERT!!! Your bank account has been COMPROMISED!!! Click link!!! !!!ADVERTISEMENT!!! Join our club!!!,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1148,JOIN NOW - MAKE MILLIONS Free money transfer! Click: http://virus.com This is spam content - ignore this bug,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1149,LOTTERY WINNER CLICK!! Get rich quick scheme - guaranteed results!!! This is spam content - ignore this bug,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1150,www.spam-click.com VISIT NOW THIS IS NOT A REAL BUG - CLICK SPAM LINK This is spam content - ignore this bug,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1151,Earn money from home!!! Easy!!! Russian brides waiting for you! Join today!!! This is spam content - ignore this bug,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1152,BUY CHEAP DRUGS NOW!!! Get rich quick scheme - guaranteed results!!! FAKE ENVIRONMENT FOR SPAM TESTING,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1153,www.spam-click.com VISIT NOW Get rich quick scheme - guaranteed results!!! !!!ADVERTISEMENT!!! Join our club!!!,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1154,Earn money from home!!! Easy!!! LADIES: Make $$$$ from home! Join us NOW!!! CLICK HERE: www.totally-not-spam.com,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1155,ENLARGEMENT PILLS - WORKS FAST Your bank account has been COMPROMISED!!! Click link!!! CLICK HERE: www.totally-not-spam.com,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1156,FREE IPHONE 15 CLICK HERE Buy cheap medications no prescription needed!!! !!!ADVERTISEMENT!!! Join our club!!!,1,""Obvious spam (VIAGRA, CASINO, etc)"""
1300,Solderan Retak di Pad IC Buffer overflow di UART queue setelah 10000 data packets berturut-turut Mechanical vibration 10G dari transportation truck selama 8 jam,0,Normal manufacturing bugs
"1301,""Clock Frequency Skew USB port connection intermittent, mechanical wear pada connector pin Extreme temperature cycling dari -10C hingga 60C dalam satu hari"",0,Normal manufacturing bugs"
"1302,""Display LCD Blank Impedance mismatch pada PCB trace 50 ohm, causing signal reflection Extreme temperature cycling dari -10C hingga 60C dalam satu hari"",0,Normal manufacturing bugs"
"1303,""Thermal Shutdown 85 Derajat Motor brushless hall sensor intermittent, causing speed fluctuation Extreme temperature cycling dari -10C hingga 60C dalam satu hari"",0,Normal manufacturing bugs"
1304,Voltage Regulation Fail Ground loop terdeteksi saat penggunaan di area dengan EMI tinggi Mechanical vibration 10G dari transportation truck selama 8 jam,0,Normal manufacturing bugs
"1305,""DCDC Converter Short DCDC converter short circuit detected, protection mechanism active Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
1306,Sensor Timeout Error Memory corruption pada address 0x8000 saat power failure mendadak Penggunaan 24/7 kontinyu selama 30 hari tanpa maintenance break,0,Normal manufacturing bugs
1307,Solderan Retak di Pad IC Ground loop terdeteksi saat penggunaan di area dengan EMI tinggi High EMI environment dari power distribution dan RF transmission,0,Normal manufacturing bugs
1308,Kapasitor Meledak Pada PCB Power Sensor timeout terjadi pada perubahan suhu rapid dari 20C ke 50C Penggunaan 24/7 kontinyu selama 30 hari tanpa maintenance break,0,Normal manufacturing bugs
"1309,""Lensa Optics Fogging LED brightness flicker pada frequency 100Hz, PWM timing issue suspect Penggunaan 24/7 kontinyu selama 30 hari tanpa maintenance break"",0,Normal manufacturing bugs"
"1310,""Lensa Optics Fogging Network connection drops setiap 1 jam operasi, driver update diperlukan Mechanical vibration 10G dari transportation truck selama 8 jam"",0,Normal manufacturing bugs"
"1311,""USB Port Not Detected Motor brushless hall sensor intermittent, causing speed fluctuation Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
"1312,""Buffer Overflow Detection Solderan retak pada pad IC driver akibat mechanical vibration 5G Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
"1313,""Battery Charging Slow Battery charging speed 50% lebih lambat dari spesifikasi, aging cell suspect Mechanical vibration 10G dari transportation truck selama 8 jam"",0,Normal manufacturing bugs"
1314,LED Brightness Flicker Buffer overflow di UART queue setelah 10000 data packets berturut-turut Extreme temperature cycling dari -10C hingga 60C dalam satu hari,0,Normal manufacturing bugs
"1315,""Ground Loop Interference Display LCD tidak menampilkan gambar, backlight normal, IC driver suspect Penggunaan di lapangan dengan suhu ambient 35-40 Celsius"",0,Normal manufacturing bugs"
"1316,""Voltage Regulation Fail USB port connection intermittent, mechanical wear pada connector pin Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
"1317,""Network Connection Lost DCDC converter short circuit detected, protection mechanism active Penggunaan di lapangan dengan suhu ambient 35-40 Celsius"",0,Normal manufacturing bugs"
1318,LED Brightness Flicker Kapasitor meledak setelah thermal cycling 500 siklus di lingkungan panas Lingkungan dengan vibration tinggi dari mesin industri tekstil,0,Normal manufacturing bugs
1319,Thermal Shutdown 85 Derajat Ground loop terdeteksi saat penggunaan di area dengan EMI tinggi Penggunaan 24/7 kontinyu selama 30 hari tanpa maintenance break,0,Normal manufacturing bugs
"1320,""Kapasitor Meledak Pada PCB Power LED brightness flicker pada frequency 100Hz, PWM timing issue suspect Extreme temperature cycling dari -10C hingga 60C dalam satu hari"",0,Normal manufacturing bugs"
1321,LED Brightness Flicker Clock oscillator frequency drift 2% setelah 1000 jam operasi kontinyu Lingkungan dengan vibration tinggi dari mesin industri tekstil,0,Normal manufacturing bugs
"1322,""Lensa Optics Fogging Display LCD tidak menampilkan gambar, backlight normal, IC driver suspect High EMI environment dari power distribution dan RF transmission"",0,Normal manufacturing bugs"
1323,Memory Corruption Issue Solderan retak pada pad IC driver akibat mechanical vibration 5G Penggunaan di lapangan dengan suhu ambient 35-40 Celsius,0,Normal manufacturing bugs
"1324,""Network Connection Lost Lensa optics fogging due to moisture ingress, perlu improvement seal High EMI environment dari power distribution dan RF transmission"",0,Normal manufacturing bugs"
"1325,""Power Supply Tidak Output Network connection drops setiap 1 jam operasi, driver update diperlukan Lingkungan dengan vibration tinggi dari mesin industri tekstil"",0,Normal manufacturing bugs"
1326,Kapasitor Meledak Pada PCB Power Solderan retak pada pad IC driver akibat mechanical vibration 5G Mechanical vibration 10G dari transportation truck selama 8 jam,0,Normal manufacturing bugs
"1327,""Kapasitor Meledak Pada PCB Power Voltage regulator output tidak stabil, ripple 500mV pada beban dinamis Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
"1328,""USB Port Not Detected USB port connection intermittent, mechanical wear pada connector pin High EMI environment dari power distribution dan RF transmission"",0,Normal manufacturing bugs"
"1329,""Impedance Mismatch Signal Display LCD tidak menampilkan gambar, backlight normal, IC driver suspect Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
1330,LED Brightness Flicker Clock oscillator frequency drift 2% setelah 1000 jam operasi kontinyu Extreme temperature cycling dari -10C hingga 60C dalam satu hari,0,Normal manufacturing bugs
"1331,""Impedance Mismatch Signal Clock oscillator frequency drift 2% setelah 1000 jam operasi kontinyu Kondisi lembab dengan salt spray exposure, potential corrosion issue"",0,Normal manufacturing bugs"
"1332,""Kapasitor Meledak Pada PCB Power Konektor JST longgar setelah insertion 100 kali, perlu tighter tolerance Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
"1333,""Display LCD Blank LED brightness flicker pada frequency 100Hz, PWM timing issue suspect Extreme temperature cycling dari -10C hingga 60C dalam satu hari"",0,Normal manufacturing bugs"
"1334,""Buffer Overflow Detection Konektor JST longgar setelah insertion 100 kali, perlu tighter tolerance Extreme temperature cycling dari -10C hingga 60C dalam satu hari"",0,Normal manufacturing bugs"
"1335,""Motor Brushless Error Network connection drops setiap 1 jam operasi, driver update diperlukan Kondisi lembab dengan salt spray exposure, potential corrosion issue"",0,Normal manufacturing bugs"
"1336,""DCDC Converter Short Display LCD tidak menampilkan gambar, backlight normal, IC driver suspect Mechanical vibration 10G dari transportation truck selama 8 jam"",0,Normal manufacturing bugs"
1337,Impedance Mismatch Signal Memory corruption pada address 0x8000 saat power failure mendadak High EMI environment dari power distribution dan RF transmission,0,Normal manufacturing bugs
"1338,""Power Supply Tidak Output Voltage regulator output tidak stabil, ripple 500mV pada beban dinamis Penggunaan 24/7 kontinyu selama 30 hari tanpa maintenance break"",0,Normal manufacturing bugs"
"1339,""Impedance Mismatch Signal Power supply output 0V pada kondisi beban penuh, perlu replacement Mechanical vibration 10G dari transportation truck selama 8 jam"",0,Normal manufacturing bugs"
"1340,""Display LCD Blank Voltage regulator output tidak stabil, ripple 500mV pada beban dinamis High EMI environment dari power distribution dan RF transmission"",0,Normal manufacturing bugs"
"1341,""LED Brightness Flicker DCDC converter short circuit detected, protection mechanism active Penggunaan di lapangan dengan suhu ambient 35-40 Celsius"",0,Normal manufacturing bugs"
1342,Power Supply Tidak Output Kapasitor meledak setelah thermal cycling 500 siklus di lingkungan panas High EMI environment dari power distribution dan RF transmission,0,Normal manufacturing bugs
"1343,""Memory Corruption Issue Voltage regulator output tidak stabil, ripple 500mV pada beban dinamis Mechanical vibration 10G dari transportation truck selama 8 jam"",0,Normal manufacturing bugs"
